Rk,Player,Age,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%
221,Trevor Hudgins,23,5,5.6,1.8,0,0.6,0,0,0.222,0.25,1
222,Kevin Huerter,24,75,29.4,15.2,3.3,2.9,1.1,0.3,0.485,0.402,0.725
223,Jay Huff,24,7,13.6,7.3,3,1.4,0.4,0.6,0.6,0.5,0.938
224,De'Andre Hunter,25,67,31.7,15.4,4.2,1.4,0.5,0.3,0.461,0.35,0.826
225,Bones Hyland,22,56,19.4,11.8,2.4,3.1,0.7,0.3,0.399,0.371,0.843
225,Bones Hyland,22,42,19.5,12.1,2,3,0.7,0.3,0.399,0.378,0.866
225,Bones Hyland,22,14,18.9,10.8,3.5,3.4,0.8,0.1,0.401,0.351,0.75
226,Serge Ibaka,33,16,11.6,4.1,2.8,0.3,0.1,0.4,0.481,0.333,0.615
227,Andre Iguodala,39,8,14.1,2.1,2.1,2.4,0.5,0.4,0.467,0.111,0.667
228,Joe Ingles,35,46,22.7,6.9,2.8,3.3,0.7,0.1,0.435,0.409,0.857
229,Brandon Ingram,25,45,34.2,24.7,5.5,5.8,0.7,0.4,0.484,0.39,0.882
230,Kyrie Irving,30,60,37.4,27.1,5.1,5.5,1.1,0.8,0.494,0.379,0.905
230,Kyrie Irving,30,40,37,27.1,5.1,5.3,1,0.8,0.486,0.374,0.883
230,Kyrie Irving,30,20,38.2,27,5,6,1.3,0.6,0.51,0.392,0.947
231,Jonathan Isaac,25,11,11.3,5,4,0.5,1.3,0.4,0.415,0.4,0.556
232,Jaden Ivey,20,74,31.1,16.3,3.9,5.2,0.8,0.2,0.416,0.343,0.747
233,Frank Jackson,24,1,5,0,2,1,0,0,0,0,0
234,Isaiah Jackson,21,63,16.5,7.2,4.5,0.8,0.5,1.5,0.563,0.143,0.651
235,Jaren Jackson Jr.,23,63,28.4,18.6,6.8,1,1,3,0.506,0.355,0.788
236,Justin Jackson,27,23,4.7,0.9,0.7,0.4,0.2,0.2,0.259,0.25,0.5
237,Quenton Jackson,24,9,15,6.2,0.9,1.7,0.4,0.1,0.452,0.083,0.773
238,Reggie Jackson,32,68,24.4,10.2,2.1,3.4,0.7,0.1,0.411,0.333,0.91
238,Reggie Jackson,32,52,25.7,10.9,2.2,3.5,0.7,0.1,0.418,0.35,0.924
238,Reggie Jackson,32,16,19.9,7.9,1.8,3.1,0.6,0.1,0.383,0.279,0.833
239,LeBron James,38,55,35.5,28.9,8.3,6.8,0.9,0.6,0.5,0.321,0.768
240,Ty Jerome,25,45,18.1,6.9,1.7,3,0.5,0.1,0.488,0.389,0.927
241,Isaiah Joe,23,73,19.1,9.5,2.4,1.2,0.7,0.1,0.441,0.409,0.82
242,Alize Johnson,26,4,7.5,1.8,2.5,0.3,0.3,0,0.5,0,0.5
243,Cameron Johnson,26,42,28.5,15.5,4.4,1.9,1.2,0.3,0.47,0.404,0.842
243,Cameron Johnson,26,17,25.2,13.9,3.8,1.5,0.9,0.4,0.474,0.455,0.818
243,Cameron Johnson,26,25,30.8,16.6,4.8,2.1,1.4,0.3,0.468,0.372,0.851
244,Jalen Johnson,21,70,14.9,5.6,4,1.2,0.5,0.5,0.491,0.288,0.628
245,James Johnson,35,18,9,2.8,1.7,0.8,0.4,0.3,0.449,0.2,0.5
246,Keldon Johnson,23,63,32.7,22,5,2.9,0.7,0.2,0.452,0.329,0.749
247,Keon Johnson,20,40,10.4,4.7,1.1,1.5,0.5,0.2,0.376,0.346,0.659
248,Stanley Johnson,26,30,15.6,5.8,3.2,2.2,0.5,0.2,0.533,0.45,0.667
249,Nikola Joki?,27,69,33.7,24.5,11.8,9.8,1.3,0.7,0.632,0.383,0.822
250,Carlik Jones,25,7,8,2.9,0.7,0.9,0.3,0,0.4,0.5,0.625
251,Damian Jones,27,41,11.6,3.5,3,0.4,0.2,0.5,0.64,0.588,0.759
251,Damian Jones,27,22,8,2.5,2.5,0.2,0.1,0.5,0.541,0,0.75
251,Damian Jones,27,19,15.8,4.6,3.5,0.6,0.3,0.5,0.714,0.714,0.778
252,Derrick Jones Jr.,25,64,14,5,2.4,0.5,0.5,0.6,0.5,0.338,0.738
253,Herbert Jones,24,66,29.6,9.8,4.1,2.5,1.6,0.6,0.469,0.335,0.764
254,Kai Jones,22,46,12,3.4,2.7,0.3,0.4,0.7,0.558,0.211,0.731
255,Tre Jones,23,68,29.2,12.9,3.6,6.6,1.3,0.1,0.459,0.285,0.86
256,Tyus Jones,26,80,24.3,10.3,2.5,5.2,1,0.1,0.438,0.371,0.8
257,DeAndre Jordan,34,39,15,5.1,5.2,0.9,0.3,0.6,0.765,1,0.458
258,Cory Joseph,31,62,19.8,6.9,1.7,3.5,0.5,0.1,0.427,0.389,0.792
259,Nikola Jovi?,19,15,13.6,5.5,2.1,0.7,0.5,0.1,0.406,0.229,0.947
260,Johnny Juzang,21,18,12.9,4.8,2.2,0.4,0.2,0.2,0.337,0.238,0.5
261,Mfiondu Kabengele,25,4,9,1.5,2.5,0,0.5,0,0.286,0,1
262,Frank Kaminsky,29,36,6.5,2.5,1.4,0.9,0.2,0.1,0.492,0.394,0.875
262,Frank Kaminsky,29,26,6.8,2.7,1.4,0.8,0.2,0,0.568,0.478,0.833
262,Frank Kaminsky,29,10,5.9,1.8,1.6,1.1,0.1,0.3,0.316,0.2,1
263,Trevor Keels,19,3,2.7,1,0.7,0,0,0,0.25,0.25,0
264,Luke Kennard,26,59,22.3,9.3,2.7,1.5,0.5,0.1,0.492,0.494,0.949
264,Luke Kennard,26,35,20.7,7.8,2.4,1.1,0.5,0.1,0.464,0.447,0.95
264,Luke Kennard,26,24,24.6,11.3,3.1,2.3,0.5,0,0.526,0.54,0.947
265,Walker Kessler,21,74,23,9.2,8.4,0.9,0.4,2.3,0.72,0.333,0.516
266,Braxton Key,25,3,3,1.3,0.3,0,0,0,1,0,1
267,Louis King,23,1,29,20,4,2,1,0,0.615,0.5,0
268,Corey Kispert,23,74,28.3,11.1,2.8,1.2,0.4,0.1,0.497,0.424,0.852
269,Maxi Kleber,31,37,25.1,5.9,3.6,1.4,0.3,0.8,0.456,0.348,0.711
270,Nathan Knight,25,38,7.7,3.7,1.5,0.3,0.3,0.2,0.568,0.364,0.684
271,Kevin Knox,23,63,15.1,6.6,2.8,0.5,0.4,0.2,0.458,0.349,0.767
271,Kevin Knox,23,42,14.1,5.6,2.6,0.4,0.3,0.3,0.469,0.371,0.788
271,Kevin Knox,23,21,17.1,8.5,3.3,0.9,0.5,0,0.444,0.314,0.741
272,Christian Koloko,22,58,13.8,3.1,2.9,0.5,0.4,1,0.48,0.083,0.627
273,John Konchar,26,72,20.8,5.1,4.3,1.4,1.1,0.3,0.431,0.339,0.778
274,Furkan Korkmaz,25,37,9.5,3.8,1.1,0.6,0.3,0.1,0.432,0.391,0.722
275,Luke Kornet,27,69,11.7,3.8,2.9,0.8,0.2,0.7,0.665,0.231,0.821
276,Vit Krejci,22,29,5.7,1.2,0.9,0.6,0.2,0,0.405,0.238,0.5
277,Jonathan Kuminga,20,67,20.8,9.9,3.4,1.9,0.6,0.5,0.525,0.37,0.652
278,Kyle Kuzma,27,64,35,21.2,7.2,3.7,0.6,0.5,0.448,0.333,0.73
279,Anthony Lamb,25,62,19.3,6.7,3.5,1.5,0.5,0.3,0.471,0.367,0.767
280,Jock Landale,27,69,14.2,6.6,4.1,1,0.2,0.4,0.528,0.25,0.752
281,Romeo Langford,23,43,19.6,6.9,2.7,1.2,0.6,0.3,0.467,0.262,0.696
282,Jake LaRavia,21,35,11.8,3,1.8,0.6,0.3,0.1,0.389,0.338,0.778
283,Zach LaVine,27,77,35.9,24.8,4.5,4.2,0.9,0.2,0.485,0.375,0.848
284,A.J. Lawson,22,15,7.2,3.7,1.4,0.1,0.1,0,0.5,0.4,0.25
284,A.J. Lawson,22,1,2,2,1,0,0,0,1,0,0
284,A.J. Lawson,22,14,7.6,3.9,1.4,0.1,0.1,0,0.488,0.4,0.25
285,Damion Lee,30,74,20.4,8.2,3,1.3,0.4,0.1,0.442,0.445,0.904
286,Saben Lee,23,25,14.9,6,1.8,2.7,0.8,0,0.405,0.367,0.737
286,Saben Lee,23,2,5,3,0,1,0.5,0,0.75,0,0
286,Saben Lee,23,23,15.8,6.3,2,2.8,0.8,0,0.393,0.379,0.737
287,Alex Len,29,26,6.2,1.7,2.3,0.5,0.2,0.4,0.533,0,0.688
288,Kawhi Leonard,31,52,33.6,23.8,6.5,3.9,1.4,0.5,0.512,0.416,0.871
289,Meyers Leonard,30,9,12.7,4.8,3.8,0.1,0.2,0,0.483,0.389,0.889
290,Caris LeVert,28,74,30.2,12.1,3.8,3.9,1,0.3,0.431,0.392,0.722
291,Kira Lewis Jr.,21,25,9.4,4.6,1.3,0.9,0.4,0.1,0.455,0.441,0.864
292,Damian Lillard,32,58,36.3,32.2,4.8,7.3,0.9,0.3,0.463,0.371,0.914
293,Nassir Little,22,54,18.1,6.6,2.6,0.9,0.4,0.4,0.442,0.367,0.717
294,Isaiah Livers,24,52,23.1,6.7,2.8,0.8,0.5,0.5,0.417,0.365,0.821
295,Kenneth Lofton Jr.,20,24,7.3,5,2.1,0.8,0.2,0.1,0.527,0.353,0.593
296,Kevon Looney,26,82,23.9,7,9.3,2.5,0.6,0.6,0.63,0,0.606
297,Brook Lopez,34,78,30.4,15.9,6.7,1.3,0.5,2.5,0.531,0.374,0.784
298,Robin Lopez,34,37,8.1,3,1.4,0.5,0.1,0.2,0.64,0.5,0.778
299,Kevin Love,34,62,20,8.2,6.4,1.9,0.3,0.2,0.389,0.334,0.879
299,Kevin Love,34,41,20,8.5,6.8,1.9,0.2,0.2,0.389,0.354,0.889
299,Kevin Love,34,21,20,7.7,5.7,1.9,0.4,0.2,0.388,0.297,0.857
300,Kyle Lowry,36,55,31.2,11.2,4.1,5.1,1,0.4,0.404,0.345,0.859
301,Trey Lyles,27,74,16.9,7.6,4.1,0.9,0.4,0.4,0.458,0.363,0.815
302,Théo Maledon,21,44,19.4,6.7,2.8,3.5,0.8,0.3,0.402,0.295,0.851
303,Sandro Mamukelashvili,23,43,15.3,6.1,4.3,1.4,0.3,0.3,0.422,0.303,0.684
303,Sandro Mamukelashvili,23,24,9,2.4,2.3,0.7,0.2,0.2,0.328,0.219,0.667
303,Sandro Mamukelashvili,23,19,23.3,10.8,6.8,2.4,0.5,0.4,0.453,0.343,0.692
304,Terance Mann,26,81,23.1,8.8,3.4,2.3,0.5,0.3,0.519,0.389,0.78
305,Tre Mann,21,67,17.7,7.7,2.3,1.8,0.6,0.2,0.393,0.315,0.764
306,Boban Marjanovi?,34,31,5.5,3.3,1.9,0.3,0.2,0.1,0.683,0,0.741
307,Lauri Markkanen,25,66,34.4,25.6,8.6,1.9,0.6,0.6,0.499,0.391,0.875
308,Naji Marshall,25,77,23.3,9.1,3.6,2.5,0.7,0.2,0.433,0.303,0.789
309,Caleb Martin,27,71,29.3,9.6,4.8,1.6,1,0.4,0.464,0.356,0.805
310,Cody Martin,27,7,19.1,5,3.4,1.6,0.6,0.1,0.389,0.214,0.571
311,Kenyon Martin Jr.,22,82,28,12.7,5.5,1.5,0.5,0.4,0.569,0.315,0.68
312,Tyrese Martin,23,16,4.1,1.3,0.8,0.1,0.1,0,0.391,0.143,1
313,Garrison Mathews,26,54,12.7,4.8,1.4,0.5,0.4,0.1,0.363,0.35,0.906
313,Garrison Mathews,26,45,13.4,4.8,1.4,0.5,0.5,0.1,0.353,0.342,0.911
313,Garrison Mathews,26,9,9.3,4.8,1.2,0.3,0.1,0.1,0.419,0.4,0.875
314,Bennedict Mathurin,20,78,28.5,16.7,4.1,1.5,0.6,0.2,0.434,0.323,0.828
315,Wesley Matthews,36,52,15.8,3.4,2.2,0.7,0.4,0.3,0.363,0.315,0.857
316,Tyrese Maxey,22,60,33.6,20.3,2.9,3.5,0.8,0.1,0.481,0.434,0.845
317,Skylar Mays,25,6,31.5,15.3,3.2,8.3,1,0.2,0.5,0.462,0.923
318,Miles McBride,22,64,11.9,3.5,0.8,1.1,0.6,0.1,0.358,0.299,0.667
319,Mac McClung,24,2,20.5,12.5,5,4.5,0,0,0.45,0.364,0.6
320,CJ McCollum,31,75,35.3,20.9,4.4,5.7,0.9,0.5,0.437,0.389,0.769
321,T.J. McConnell,30,75,20.3,8.7,3.1,5.3,1.1,0.1,0.543,0.441,0.853
322,Jaden McDaniels,22,79,30.6,12.1,3.9,1.9,0.9,1,0.517,0.398,0.736
323,Jalen McDaniels,25,80,23.9,9.4,4.3,1.6,1,0.4,0.455,0.332,0.841
323,Jalen McDaniels,25,56,26.7,10.6,4.8,2,1.2,0.5,0.447,0.322,0.846
323,Jalen McDaniels,25,24,17.5,6.7,3.2,0.8,0.7,0.2,0.488,0.4,0.824
324,Doug McDermott,31,64,20.5,10.2,2.2,1.4,0.2,0.1,0.457,0.413,0.757
325,JaVale McGee,35,42,8.5,4.4,2.5,0.3,0.1,0.6,0.64,0.4,0.585
326,Bryce McGowens,20,46,17.1,5.3,2,1.2,0.3,0.1,0.396,0.325,0.75
327,Rodney McGruder,31,32,16.4,5.7,2.3,0.9,0.5,0,0.408,0.423,0.818
328,Jordan McLaughlin,26,43,15.8,3.7,1.4,3.4,0.7,0.1,0.421,0.308,0.833
329,De'Anthony Melton,24,77,27.9,10.1,4.1,2.6,1.6,0.5,0.425,0.39,0.793
330,Sam Merrill,26,5,11.8,5,1.8,1,0.8,0,0.409,0.278,1
331,Chimezie Metu,25,66,10.4,4.9,3,0.6,0.3,0.3,0.589,0.237,0.74
332,Khris Middleton,31,33,24.3,15.1,4.2,4.9,0.7,0.2,0.436,0.315,0.902
333,Patty Mills,34,40,14.2,6.2,1.1,1.4,0.4,0.1,0.411,0.366,0.833
334,Shake Milton,26,76,20.6,8.4,2.5,3.2,0.3,0.2,0.479,0.378,0.853
335,Justin Minaya,23,4,22.3,4.3,3.8,1,0.5,1.3,0.304,0.25,0
336,Josh Minott,20,15,6.4,3.1,1.7,0.3,0.3,0.4,0.5,0.333,1
337,Davion Mitchell,24,80,18.1,5.6,1.3,2.3,0.6,0.2,0.454,0.32,0.806
338,Donovan Mitchell,26,68,35.8,28.3,4.3,4.4,1.5,0.4,0.484,0.386,0.867
339,Evan Mobley,21,79,34.4,16.2,9,2.8,0.8,1.5,0.554,0.216,0.674
340,Isaiah Mobley,23,13,6.5,2.4,1.5,0.2,0.3,0.2,0.429,0.375,1
341,Chima Moneke,27,2,4,1,1,0.5,0,0,0.5,0,0
342,Malik Monk,24,77,22.3,13.5,2.6,3.9,0.6,0.3,0.448,0.359,0.889
343,Moses Moody,20,63,13,4.8,1.7,0.8,0.3,0.1,0.476,0.363,0.698
344,Xavier Moon,28,4,5,1.8,0.8,1.3,0,0,0.333,0.333,0
345,Wendell Moore Jr.,21,29,5.3,1.4,0.6,0.6,0.3,0.2,0.419,0.118,0.8
346,Ja Morant,23,61,31.9,26.2,5.9,8.1,1.1,0.3,0.466,0.307,0.748
347,Marcus Morris,33,65,28.1,11.2,4,1.8,0.6,0.3,0.426,0.364,0.782
348,Markieff Morris,33,35,10.1,3.8,2,0.9,0.3,0.1,0.409,0.394,1
348,Markieff Morris,33,27,10.6,3.6,2.2,0.9,0.3,0.2,0.402,0.408,1
348,Markieff Morris,33,8,8.8,4.5,1.5,0.8,0.1,0,0.424,0.364,0
349,Monte Morris,27,62,27.3,10.3,3.4,5.3,0.7,0.2,0.48,0.382,0.831
350,Trey Murphy III,22,79,31,14.5,3.6,1.4,1.1,0.5,0.484,0.406,0.905
351,Dejounte Murray,26,74,36.4,20.5,5.3,6.1,1.5,0.3,0.464,0.344,0.832
352,Jamal Murray,25,65,32.8,20,4,6.2,1,0.2,0.454,0.398,0.833
353,Keegan Murray,22,80,29.8,12.2,4.6,1.2,0.8,0.5,0.453,0.411,0.765
354,Mike Muscala,31,63,15,6.1,3.2,0.8,0.2,0.4,0.449,0.391,0.769
354,Mike Muscala,31,43,14.5,6.2,3.1,0.9,0.3,0.4,0.438,0.394,0.795
354,Mike Muscala,31,20,16.2,5.9,3.4,0.6,0.2,0.3,0.472,0.385,0.692
355,Svi Mykhailiuk,25,32,14.6,6.9,1.7,1.7,0.5,0.1,0.445,0.424,0.667
355,Svi Mykhailiuk,25,13,3.1,1.6,0.5,0.1,0.1,0,0.5,0.6,0.6
355,Svi Mykhailiuk,25,19,22.5,10.6,2.4,2.7,0.7,0.2,0.441,0.404,0.676
356,Larry Nance Jr.,30,65,21.2,6.8,5.4,1.8,0.9,0.6,0.61,0.333,0.696
357,Andrew Nembhard,23,75,27.6,9.5,2.7,4.5,0.9,0.2,0.441,0.35,0.79
358,Aaron Nesmith,23,73,24.9,10.1,3.8,1.3,0.8,0.5,0.427,0.366,0.838
359,Raul Neto,30,48,10.5,3.3,1,1.6,0.4,0.1,0.518,0.286,0.912
360,Georges Niang,29,78,19.4,8.2,2.4,1,0.4,0.2,0.442,0.401,0.867
361,Daishen Nix,20,57,16,4,1.7,2.3,0.5,0.1,0.342,0.286,0.667
362,Zeke Nnaji,22,53,13.7,5.2,2.6,0.3,0.3,0.4,0.561,0.262,0.645
363,Nerlens Noel,28,17,11.5,2.1,2.7,0.6,0.9,0.6,0.361,0.5,0.667
363,Nerlens Noel,28,14,10.9,2.3,2.6,0.5,0.9,0.6,0.4,0.5,0.7
363,Nerlens Noel,28,3,14.3,1,3,1,1,0.3,0.167,0,0.5
364,Jaylen Nowell,23,65,19.3,10.8,2.6,2,0.6,0.1,0.448,0.289,0.778
365,Frank Ntilikina,24,47,12.9,2.9,1.3,1.2,0.3,0.1,0.364,0.254,0.667
366,Kendrick Nunn,27,70,13.8,7.1,1.6,1.3,0.4,0.1,0.424,0.354,0.854
366,Kendrick Nunn,27,39,13.5,6.7,1.4,0.9,0.3,0.1,0.406,0.325,0.81
366,Kendrick Nunn,27,31,14.1,7.5,1.7,1.8,0.5,0.1,0.447,0.392,0.9
367,Jusuf Nurki?,28,52,26.8,13.3,9.1,2.9,0.8,0.8,0.519,0.361,0.661
368,Jordan Nwora,24,62,19.2,8.7,3.7,1.4,0.4,0.2,0.436,0.408,0.791
368,Jordan Nwora,24,38,15.7,6,3.1,1,0.3,0.2,0.386,0.392,0.86
368,Jordan Nwora,24,24,24.6,13,4.7,2.1,0.5,0.3,0.476,0.422,0.721
369,Royce O'Neale,29,76,31.7,8.8,5.1,3.7,0.9,0.6,0.386,0.389,0.725
370,Chuma Okeke,24,27,19.2,4.7,3.6,1.4,0.7,0.4,0.352,0.302,0.762
371,Josh Okogie,24,72,18.8,7.3,3.5,1.5,0.8,0.5,0.391,0.335,0.724
372,Onyeka Okongwu,22,80,23.1,9.9,7.2,1,0.7,1.3,0.638,0.308,0.781
373,Isaac Okoro,22,76,21.7,6.4,2.5,1.1,0.7,0.4,0.494,0.363,0.757
374,KZ Okpala,23,35,7.1,1.3,1,0.4,0.2,0.2,0.421,0.333,0.875
375,Victor Oladipo,30,42,26.3,10.7,3,3.5,1.4,0.3,0.397,0.33,0.747
376,Kelly Olynyk,31,68,28.6,12.5,6.2,3.7,0.9,0.5,0.499,0.394,0.853
377,Eugene Omoruyi,25,40,16.1,7,2.8,0.7,0.7,0.1,0.443,0.281,0.68
377,Eugene Omoruyi,25,23,11.8,4.9,2.3,0.5,0.6,0,0.468,0.258,0.607
377,Eugene Omoruyi,25,17,21.9,9.7,3.5,1,0.8,0.2,0.425,0.293,0.723
378,Cedi Osman,27,77,20.1,8.7,2.3,1.5,0.5,0.1,0.451,0.372,0.694
379,Kelly Oubre Jr.,27,48,32.3,20.3,5.2,1.1,1.4,0.4,0.431,0.319,0.76
380,Chris Paul,37,59,32,13.9,4.3,8.9,1.5,0.4,0.44,0.375,0.831
381,Cameron Payne,28,48,20.2,10.3,2.2,4.5,0.7,0.2,0.415,0.368,0.766
382,Gary Payton II,30,22,16.7,4.6,3.1,1.4,1,0.2,0.594,0.5,0.857
382,Gary Payton II,30,15,17,4.1,2.6,1.5,1.1,0.1,0.585,0.529,1
382,Gary Payton II,30,7,16,5.7,4.3,1.1,0.9,0.6,0.607,0.444,0.667
383,Theo Pinson,27,40,8.1,2.4,1.6,1.2,0.2,0,0.356,0.355,0.846
384,Scotty Pippen Jr.,22,6,5.3,2.3,0.7,0.3,0.3,0.2,0.333,0.333,0.556
385,Mason Plumlee,32,79,26,10.8,8.9,3.1,0.6,0.6,0.68,0,0.636
385,Mason Plumlee,32,56,28.5,12.2,9.7,3.7,0.6,0.6,0.669,0,0.605
385,Mason Plumlee,32,23,19.9,7.5,6.9,1.7,0.5,0.5,0.727,0,0.772
386,Jakob Poeltl,27,72,26.5,12.5,9.1,2.7,0.9,1.2,0.629,0,0.592
386,Jakob Poeltl,27,46,26.1,12.1,9,3.1,0.8,1.1,0.616,0,0.605
386,Jakob Poeltl,27,26,27.2,13.1,9.1,2.2,1.2,1.3,0.652,0,0.569
387,Aleksej Pokusevski,21,34,20.6,8.1,4.7,1.9,0.6,1.3,0.434,0.365,0.629
388,Jordan Poole,23,82,30,20.4,2.7,4.5,0.8,0.3,0.43,0.336,0.87
389,Kevin Porter Jr.,22,59,34.3,19.2,5.3,5.7,1.4,0.3,0.442,0.366,0.784
390,Michael Porter Jr.,24,62,29,17.4,5.5,1,0.6,0.5,0.487,0.414,0.8
391,Otto Porter Jr.,29,8,18.3,5.5,2.4,1,1.4,0,0.5,0.353,1
392,Bobby Portis,27,70,26,14.1,9.6,1.5,0.4,0.2,0.496,0.37,0.768
393,Kristaps Porzi??is,27,65,32.6,23.2,8.4,2.7,0.9,1.5,0.498,0.385,0.851
394,Micah Potter,24,7,7.4,3.4,2.3,0.6,0.1,0,0.667,0.571,0
395,Dwight Powell,31,76,19.2,6.7,4.1,0.9,0.6,0.3,0.732,0,0.667
396,Norman Powell,29,60,26.1,17,2.9,1.8,0.8,0.3,0.479,0.397,0.812
397,Jason Preston,23,14,8.9,2.9,1.6,1.9,0.1,0,0.439,0.278,0
398,Joshua Primo,20,4,23.3,7,3.3,4.5,0.3,0.5,0.346,0.25,0.778
399,Taurean Prince,28,54,22.1,9.1,2.4,1.6,0.5,0.3,0.467,0.381,0.844
400,Payton Pritchard,25,48,13.4,5.6,1.8,1.3,0.3,0,0.412,0.364,0.75
401,Trevelin Queen,25,7,10,3,2.4,0.9,0.3,0.7,0.241,0.133,1
402,Neemias Queta,23,5,5.8,2.4,2.2,0.2,0,0.4,0.667,0,0
403,Immanuel Quickley,23,81,28.9,14.9,4.2,3.4,1,0.2,0.448,0.37,0.819
404,Lester Quinones,22,4,4.5,2.5,0.8,0.5,0.3,0,0.4,0.5,0.667
405,Julius Randle,28,77,35.5,25.1,10,4.1,0.6,0.3,0.459,0.343,0.757
406,Austin Reaves,24,64,28.8,13,3,3.4,0.5,0.3,0.529,0.398,0.864
407,Cam Reddish,23,40,24.8,9.7,2.2,1.4,1,0.4,0.446,0.313,0.853
407,Cam Reddish,23,20,21.9,8.4,1.6,1,0.8,0.4,0.449,0.304,0.879
407,Cam Reddish,23,20,27.6,11,2.9,1.9,1.2,0.3,0.443,0.318,0.833
408,Davon Reed,27,43,8,2.1,1.4,0.5,0.3,0.1,0.333,0.37,0.667
408,Davon Reed,27,35,9,2.3,1.6,0.5,0.4,0.1,0.313,0.364,0.75
408,Davon Reed,27,8,3.4,1,0.5,0.5,0.3,0,0.75,0.5,0.25
409,Paul Reed,23,69,10.9,4.2,3.8,0.4,0.7,0.7,0.593,0.167,0.745
410,Naz Reid,23,68,18.4,11.5,4.9,1.1,0.6,0.8,0.537,0.346,0.677
411,Jared Rhoden,23,14,14.1,3.2,2.6,0.3,0.3,0.1,0.386,0.25,1
412,Nick Richards,25,65,18.7,8.2,6.4,0.6,0.2,1.1,0.629,1,0.749
413,Josh Richardson,29,65,23.5,10.1,2.7,2.7,1.1,0.3,0.431,0.365,0.852
413,Josh Richardson,29,42,23.7,11.5,2.8,3.3,1,0.3,0.436,0.357,0.883
413,Josh Richardson,29,23,23.2,7.5,2.4,1.6,1.3,0.4,0.419,0.384,0.762
414,Austin Rivers,30,52,19.5,4.9,1.6,1.4,0.5,0.1,0.435,0.35,0.769
415,Duncan Robinson,28,42,16.5,6.4,1.6,1.1,0.3,0,0.371,0.328,0.906
416,Mitchell Robinson,24,59,27,7.4,9.4,0.9,0.9,1.8,0.671,0,0.484
417,Orlando Robinson,22,31,13.7,3.7,4.1,0.8,0.4,0.4,0.528,0,0.71
418,Jeremiah Robinson-Earl,22,43,18.9,6.8,4.2,1,0.6,0.3,0.444,0.333,0.833
419,Isaiah Roby,24,42,11.3,4.1,2.5,0.9,0.4,0.2,0.432,0.3,0.488
420,David Roddy,21,70,18,6.7,2.8,0.8,0.4,0.3,0.429,0.307,0.631
421,Ryan Rollins,20,12,5.2,1.9,1,0.5,0.1,0.1,0.35,0.333,1
422,Derrick Rose,34,27,12.5,5.6,1.5,1.7,0.3,0.2,0.384,0.302,0.917
423,Terrence Ross,31,63,21.1,8.3,2.4,1.5,0.6,0.2,0.43,0.368,0.794
423,Terrence Ross,31,42,22.5,8,2,1.3,0.6,0.2,0.431,0.381,0.75
423,Terrence Ross,31,21,18.4,9,3.3,2,0.5,0.1,0.428,0.347,0.857
424,Terry Rozier,28,63,35.3,21.1,4.1,5.1,1.2,0.3,0.415,0.327,0.809
425,Ricky Rubio,32,33,17.2,5.2,2.1,3.5,0.8,0.2,0.343,0.256,0.8
426,D'Angelo Russell,26,71,32.5,17.8,3,6.2,1,0.4,0.469,0.396,0.829
426,D'Angelo Russell,26,54,32.9,17.9,3.1,6.2,1.1,0.4,0.465,0.391,0.856
426,D'Angelo Russell,26,17,30.9,17.4,2.9,6.1,0.6,0.5,0.484,0.414,0.735
427,Matt Ryan,25,34,9.1,3.6,0.8,0.5,0.1,0,0.37,0.381,0.833
427,Matt Ryan,25,12,10.8,3.9,1.2,0.3,0.2,0,0.306,0.371,0.8
427,Matt Ryan,25,22,8.2,3.4,0.5,0.5,0.1,0,0.424,0.388,0.857
428,Domantas Sabonis,26,79,34.6,19.1,12.3,7.3,0.8,0.5,0.615,0.373,0.742
429,Luka Šamani?,23,7,23,9.9,4.3,2.1,0.9,0.3,0.456,0.258,0.692
430,Dario Šari?,28,57,14.1,6.4,3.6,1.3,0.4,0.1,0.458,0.391,0.829
430,Dario Šari?,28,37,14.4,5.8,3.8,1.5,0.4,0.1,0.427,0.391,0.818
430,Dario Šari?,28,20,13.7,7.4,3.3,0.9,0.4,0.1,0.515,0.391,0.844
431,Olivier Sarr,23,9,12.7,4,3.4,0.4,0.1,0.6,0.5,0.125,0.714
432,Jordan Schakel,24,2,3,1.5,0,0.5,0.5,0,0.5,1,0
433,Admiral Schofield,25,37,12.2,4.2,1.7,0.8,0.2,0.1,0.451,0.324,0.913
434,Dennis Schröder,29,66,30.1,12.6,2.5,4.5,0.8,0.2,0.415,0.329,0.857
435,Jay Scrubb,22,2,15,6.5,3,0.5,1,0,0.714,1,0.5
436,Dereon Seabron,22,5,2.4,0.8,0.2,0,0,0,0.4,0,0
437,Alperen Þengün,20,75,28.9,14.8,9,3.9,0.9,0.9,0.553,0.333,0.715
438,Collin Sexton,24,48,23.9,14.3,2.2,2.9,0.6,0.1,0.506,0.393,0.819
439,Landry Shamet,25,40,20.2,8.7,1.7,2.3,0.7,0.1,0.377,0.377,0.882
440,Day'Ron Sharpe,21,48,11.5,4.7,4.2,0.8,0.3,0.7,0.544,0.545,0.636
441,Shaedon Sharpe,19,80,22.2,9.9,3,1.2,0.5,0.3,0.472,0.36,0.714
442,Pascal Siakam,28,71,37.4,24.2,7.8,5.8,0.9,0.5,0.48,0.324,0.774
443,Chris Silva,26,1,3,2,0,0,0,0,1,0,0
